id,title,release_date,release_year,runtime,budget,revenue,vote_average,vote_count,popularity,genres,profit,roi,primary_genre,era
341174,Fifty Shades Darker,2017-02-08,2017,118,55000000,381545846,6.474,7841,6.4836,"['Drama', 'Romance']",326545846,5.9371972,Drama,pre_covid
360920,The Grinch,2018-11-08,2018,85,75000000,508600000,6.9,4298,29.6922,"['Family', 'Comedy', 'Animation']",433600000,5.781333333333333,Family,pre_covid
299536,Avengers: Infinity War,2018-04-25,2018,149,300000000,2052415039,8.235,31216,22.3818,"['Adventure', 'Action', 'Science Fiction']",1752415039,5.841383463333333,Adventure,pre_covid
333339,Ready Player One,2018-03-28,2018,140,175000000,607274134,7.585,16417,19.2352,"['Adventure', 'Action', 'Science Fiction']",432274134,2.4701379085714286,Adventure,pre_covid
427641,Rampage,2018-04-11,2018,107,120000000,428028233,6.455,7328,17.5515,"['Action', 'Adventure', 'Science Fiction']",308028233,2.5669019416666665,Action,pre_covid
324857,Spider-Man: Into the Spider-Verse,2018-12-06,2018,117,90000000,393602435,8.395,16664,13.487,"['Animation', 'Action', 'Adventure', 'Science Fiction']",303602435,3.373360388888889,Animation,pre_covid
335983,Venom,2018-09-28,2018,112,116000000,856085151,6.827,16879,12.8013,"['Science Fiction', 'Action']",740085151,6.380044405172414,Science Fiction,pre_covid
500664,Upgrade,2018-05-31,2018,100,3000000,16976561,7.501,4783,12.6809,"['Action', 'Thriller', 'Science Fiction']",13976561,4.6588536666666664,Action,pre_covid
346910,The Predator,2018-09-05,2018,107,88000000,160542134,5.633,4971,11.5306,"['Science Fiction', 'Action', 'Thriller']",72542134,0.8243424318181818,Science Fiction,pre_covid
428078,Mortal Engines,2018-11-27,2018,128,100000000,83869818,6.209,4943,10.6662,"['Adventure', 'Science Fiction']",-16130182,-0.16130182,Adventure,pre_covid
284054,Black Panther,2018-02-13,2018,135,200000000,1349926083,7.365,23000,10.6288,"['Action', 'Adventure', 'Science Fiction']",1149926083,5.749630415,Action,pre_covid
351286,Jurassic World: Fallen Kingdom,2018-06-06,2018,129,170000000,1310469037,6.537,12425,10.3855,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1140469037,6.708641394117647,Action,pre_covid
297802,Aquaman,2018-12-07,2018,143,160000000,1152028393,6.871,14615,10.3656,"['Action', 'Adventure', 'Fantasy']",992028393,6.20017745625,Action,pre_covid
454992,The Spy Who Dumped Me,2018-08-02,2018,117,40000000,33562069,6.383,2311,10.2611,"['Comedy', 'Action', 'Adventure']",-6437931,-0.160948275,Comedy,pre_covid
402900,Ocean's Eight,2018-06-07,2018,111,70000000,297718711,7.0,8605,10.1778,"['Crime', 'Comedy', 'Action']",227718711,3.2531244428571426,Crime,pre_covid
345887,The Equalizer 2,2018-07-19,2018,121,62000000,190400157,6.78,5741,10.0371,"['Action', 'Thriller', 'Crime']",128400157,2.0709702741935483,Action,pre_covid
439079,The Nun,2018-09-05,2018,96,22000000,366082797,5.906,7042,9.7017,['Horror'],344082797,15.640127136363636,Horror,pre_covid
371608,The Strangers: Prey at Night,2018-03-07,2018,86,12500000,32144262,5.708,1456,9.4317,"['Horror', 'Thriller']",19644262,1.57154096,Horror,pre_covid
337167,Fifty Shades Freed,2018-01-17,2018,105,55000000,371985018,6.681,8248,9.1071,"['Drama', 'Romance']",316985018,5.763363963636364,Drama,pre_covid
260513,Incredibles 2,2018-06-14,2018,118,200000000,1243225667,7.456,13380,8.9007,"['Action', 'Adventure', 'Animation', 'Family']",1043225667,5.216128335,Action,pre_covid
458423,Mamma Mia! Here We Go Again,2018-07-18,2018,114,75000000,395607854,7.086,3506,9.5009,"['Comedy', 'Romance']",320607854,4.274771386666667,Comedy,pre_covid
424694,Bohemian Rhapsody,2018-10-24,2018,135,52000000,910813521,7.964,17426,8.9692,"['Music', 'Drama']",858813521,16.515644634615384,Music,pre_covid
381719,Peter Rabbit,2018-02-07,2018,93,50000000,351266433,6.692,1863,7.6263,"['Animation', 'Adventure', 'Family']",301266433,6.02532866,Animation,pre_covid
383498,Deadpool 2,2018-05-15,2018,120,110000000,785896632,7.489,18780,8.5528,"['Action', 'Comedy', 'Adventure']",675896632,6.144514836363636,Action,pre_covid
400535,Sicario: Day of the Soldado,2018-06-27,2018,122,35000000,75836683,6.941,3873,7.9256,"['Action', 'Crime', 'Thriller']",40836683,1.1667623714285715,Action,pre_covid
530254,The Witch: Part 1. The Subversion,2018-06-27,2018,126,5500000,24340302,7.878,686,9.0181,"['Action', 'Mystery', 'Science Fiction']",18840302,3.4255094545454545,Action,pre_covid
363088,Ant-Man and the Wasp,2018-07-04,2018,119,140000000,622674139,6.91,13866,8.5516,"['Action', 'Adventure', 'Science Fiction']",482674139,3.4476724214285714,Action,pre_covid
497814,Breaking In,2018-05-05,2018,88,6000000,49078000,6.0,679,8.3423,"['Action', 'Crime', 'Thriller']",43078000,7.179666666666667,Action,pre_covid
491584,Burning,2018-05-17,2018,148,7280000,6591038,7.4,1735,8.3323,"['Mystery', 'Drama', 'Thriller']",-688962,-0.09463763736263736,Mystery,pre_covid
300668,Annihilation,2018-02-22,2018,115,40000000,43070915,6.435,9109,8.1947,"['Science Fiction', 'Horror']",3070915,0.076772875,Science Fiction,pre_covid
429197,Vice,2018-12-25,2018,132,60000000,76100000,7.015,3494,8.0577,"['Drama', 'Comedy']",16100000,0.2683333333333333,Drama,pre_covid
400155,Hotel Transylvania 3: Summer Vacation,2018-06-28,2018,97,80000000,528600000,6.854,4615,8.0084,"['Animation', 'Comedy', 'Family', 'Fantasy']",448600000,5.6075,Animation,pre_covid
420634,Terrifier,2018-01-25,2018,84,35000,421798,6.327,2843,7.8167,"['Horror', 'Thriller']",386798,11.051371428571429,Horror,pre_covid
447332,A Quiet Place,2018-04-03,2018,91,17000000,340955294,7.395,14928,7.7814,"['Horror', 'Drama', 'Science Fiction']",323955294,19.05619376470588,Horror,pre_covid
454545,"Help, I Shrunk My Parents",2018-01-18,2018,90,7600000,8400000,5.2,46,7.7383,"['Comedy', 'Adventure', 'Family']",800000,0.10526315789473684,Comedy,pre_covid
493922,Hereditary,2018-06-07,2018,128,10000000,87796204,7.291,8259,7.6337,"['Horror', 'Mystery', 'Thriller']",77796204,7.7796204,Horror,pre_covid
449443,Den of Thieves,2018-01-18,2018,140,30000000,80509622,6.855,3265,7.5481,"['Crime', 'Thriller', 'Action']",50509622,1.6836540666666666,Crime,pre_covid
336843,Maze Runner: The Death Cure,2018-01-10,2018,143,62000000,288175335,7.093,8181,7.4844,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",226175335,3.6479892741935482,Science Fiction,pre_covid
505262,My Hero Academia: Two Heroes,2018-08-03,2018,96,12000000,27507549,7.884,1073,7.2939,"['Animation', 'Action', 'Adventure', 'Fantasy']",15507549,1.29229575,Animation,pre_covid
496328,Sanju,2018-06-29,2018,161,21918618,67414985,7.2,207,7.1051,"['Drama', 'Comedy']",45496367,2.075695055226566,Drama,pre_covid
424783,Bumblebee,2018-11-22,2018,114,135000000,467989645,6.72,6453,7.0481,"['Action', 'Adventure', 'Science Fiction']",332989645,2.466589962962963,Action,pre_covid
492452,Ben Is Back,2018-12-05,2018,103,13000000,12616995,6.6,950,6.9261,['Drama'],-383005,-0.029461923076923077,Drama,pre_covid
517814,Capernaum,2018-09-20,2018,126,4000000,64978931,8.144,1884,6.9122,['Drama'],60978931,15.24473275,Drama,pre_covid
426543,The Nutcracker and the Four Realms,2018-10-26,2018,99,120000000,173961069,6.089,2202,6.8178,"['Fantasy', 'Adventure', 'Family']",53961069,0.449675575,Fantasy,pre_covid
442249,The First Purge,2018-07-04,2018,97,13000000,137056262,6.003,4135,6.7309,"['Action', 'Horror', 'Thriller']",124056262,9.542789384615384,Action,pre_covid
437543,The Monkey King 3,2018-02-16,2018,114,87000000,115089944,5.848,56,6.7109,"['Adventure', 'Fantasy', 'Action', 'Family']",28089944,0.3228729195402299,Adventure,pre_covid
375588,Robin Hood,2018-11-03,2018,116,100000000,86493046,5.911,3076,6.6771,"['Adventure', 'Action', 'Thriller', 'Fantasy']",-13506954,-0.13506954,Adventure,pre_covid
404368,Ralph Breaks the Internet,2018-11-20,2018,112,175000000,529323962,7.166,7908,6.511,"['Family', 'Animation', 'Comedy', 'Adventure']",354323962,2.0247083542857145,Family,pre_covid
474350,It Chapter Two,2019-09-04,2019,169,79000000,473123154,6.839,9304,52.2594,"['Horror', 'Thriller']",394123154,4.988900683544304,Horror,pre_covid
546554,Knives Out,2019-11-27,2019,131,40000000,312897920,7.844,13335,40.9742,"['Comedy', 'Crime', 'Mystery']",272897920,6.822448,Comedy,pre_covid
615453,Ne Zha,2019-07-26,2019,110,22000000,742718496,7.881,741,25.5309,"['Animation', 'Fantasy', 'Adventure']",720718496,32.75993163636364,Animation,pre_covid
496243,Parasite,2019-05-30,2019,133,11363000,257591776,8.496,19808,24.2665,"['Comedy', 'Thriller', 'Drama']",246228776,21.669345771363197,Comedy,pre_covid
475557,Joker,2019-10-01,2019,122,55000000,1078958629,8.13,27056,18.7492,"['Crime', 'Thriller', 'Drama']",1023958629,18.617429618181816,Crime,pre_covid
299534,Avengers: Endgame,2019-04-24,2019,181,356000000,2799439100,8.237,27005,18.6217,"['Adventure', 'Science Fiction', 'Action']",2443439100,6.86359297752809,Adventure,pre_covid
429617,Spider-Man: Far From Home,2019-06-28,2019,129,160000000,1131927996,7.399,16507,16.6063,"['Action', 'Adventure', 'Science Fiction']",971927996,6.074549975,Action,pre_covid
166428,How to Train Your Dragon: The Hidden World,2019-01-03,2019,104,129000000,539987993,7.75,6878,13.9751,"['Animation', 'Family', 'Adventure']",410987993,3.185953434108527,Animation,pre_covid
450465,Glass,2019-01-16,2019,129,20000000,246999039,6.662,8864,13.5373,"['Thriller', 'Drama', 'Science Fiction']",226999039,11.34995195,Thriller,pre_covid
537915,After,2019-04-11,2019,106,14000000,69497587,7.112,8446,11.9254,"['Romance', 'Drama']",55497587,3.9641133571428573,Romance,pre_covid
384018,Fast & Furious Presents: Hobbs & Shaw,2019-07-31,2019,137,200000000,760098996,6.843,7561,11.3369,"['Action', 'Adventure', 'Comedy']",560098996,2.80049498,Action,pre_covid
181812,Star Wars: The Rise of Skywalker,2019-12-18,2019,142,489900000,1074144248,6.278,10487,10.762,"['Adventure', 'Action', 'Science Fiction']",584244248,1.192578583384364,Adventure,pre_covid
330457,Frozen II,2019-11-20,2019,103,150000000,1453683476,7.24,10084,10.6407,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",1303683476,8.691223173333332,Family,pre_covid
466272,Once Upon a Time... in Hollywood,2019-07-24,2019,162,95000000,392105159,7.4,14342,10.5849,"['Comedy', 'Drama', 'Thriller']",297105159,3.1274227263157894,Comedy,pre_covid
531428,Portrait of a Lady on Fire,2019-09-18,2019,121,5740000,9923127,8.103,2816,10.4788,"['Drama', 'Romance', 'History']",4183127,0.7287677700348432,Drama,pre_covid
512200,Jumanji: The Next Level,2019-12-04,2019,123,125000000,801693929,6.882,9111,10.1258,"['Adventure', 'Comedy', 'Fantasy']",676693929,5.413551432,Adventure,pre_covid
420818,The Lion King,2019-07-12,2019,118,260000000,1662020819,7.1,10577,9.8856,"['Adventure', 'Drama', 'Family', 'Animation']",1402020819,5.3923877653846155,Adventure,pre_covid
530915,1917,2019-12-25,2019,119,100000000,446064352,7.985,13136,9.8404,"['War', 'History', 'Drama', 'Action']",346064352,3.46064352,War,pre_covid
473033,Uncut Gems,2019-08-30,2019,136,19000000,50023780,7.154,5134,9.704,"['Drama', 'Thriller', 'Crime']",31023780,1.6328305263157894,Drama,pre_covid
486589,Red Shoes and the Seven Dwarfs,2019-07-25,2019,92,20000000,10054356,7.711,1117,9.5449,"['Animation', 'Fantasy', 'Family', 'Comedy', 'Romance', 'Adventure']",-9945644,-0.4972822,Animation,pre_covid
412117,The Secret Life of Pets 2,2019-05-24,2019,86,80000000,429434163,6.949,3240,9.1193,"['Family', 'Comedy', 'Adventure', 'Animation']",349434163,4.3679270375,Family,pre_covid
484641,Anna,2019-06-19,2019,119,34000000,31626978,6.708,2878,9.0393,"['Action', 'Adventure', 'Thriller']",-2373022,-0.06979476470588235,Action,pre_covid
399579,Alita: Battle Angel,2019-01-31,2019,122,170000000,405000000,7.245,9702,8.9726,"['Action', 'Science Fiction', 'Adventure']",235000000,1.3823529411764706,Action,pre_covid
504562,Motherless Brooklyn,2019-10-31,2019,145,26000000,18377736,6.691,1535,8.7806,"['Drama', 'Thriller']",-7622264,-0.293164,Drama,pre_covid
581528,"The Gangster, the Cop, the Devil",2019-05-15,2019,110,6500000,25775371,7.843,1373,8.677,"['Crime', 'Action', 'Thriller']",19275371,2.9654416923076923,Crime,pre_covid
458156,John Wick: Chapter 3 - Parabellum,2019-05-15,2019,131,55000000,326709727,7.445,11353,8.5456,"['Action', 'Thriller', 'Crime']",271709727,4.940176854545455,Action,pre_covid
301528,Toy Story 4,2019-06-19,2019,100,175000000,1073841394,7.5,10250,8.4159,"['Family', 'Comedy', 'Animation', 'Adventure']",898841394,5.1362365371428576,Family,pre_covid
567609,Ready or Not,2019-08-21,2019,95,6000000,57615777,7.0,4990,8.2016,"['Horror', 'Comedy']",51615777,8.6026295,Horror,pre_covid
331482,Little Women,2019-12-25,2019,135,40000000,332103783,7.86,6620,8.1413,"['Drama', 'Romance', 'History']",292103783,7.302594575,Drama,pre_covid
480414,The Curse of La Llorona,2019-04-17,2019,93,9000000,123233739,5.654,2593,8.0822,['Horror'],114233739,12.692637666666666,Horror,pre_covid
449562,The Hustle,2019-05-09,2019,94,21000000,97400000,6.194,2622,8.0114,"['Comedy', 'Crime']",76400000,3.638095238095238,Comedy,pre_covid
290859,Terminator: Dark Fate,2019-10-23,2019,128,185000000,261119292,6.416,5460,7.9499,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",76119292,0.41145563243243244,Science Fiction,pre_covid
428045,Iron Mask,2019-08-16,2019,121,49000000,8685794,6.112,525,7.8599,"['Action', 'Adventure', 'Family', 'Fantasy']",-40314206,-0.8227388979591836,Action,pre_covid
420817,Aladdin,2019-05-22,2019,127,183000000,1097831681,7.091,10424,7.7856,"['Adventure', 'Fantasy', 'Romance', 'Family']",914831681,4.999080224043716,Adventure,pre_covid
487297,What Men Want,2019-02-08,2019,117,20000000,69766483,6.216,1556,7.6009,"['Comedy', 'Romance']",49766483,2.48832415,Comedy,pre_covid
530385,Midsommar,2019-07-03,2019,147,9000000,48498408,7.152,7762,7.5757,"['Horror', 'Drama', 'Mystery']",39498408,4.388712,Horror,pre_covid
480105,47 Meters Down: Uncaged,2019-08-15,2019,90,12000000,47582563,5.704,1476,7.5609,"['Horror', 'Thriller']",35582563,2.9652135833333335,Horror,pre_covid
491854,Foxtrot Six,2019-02-21,2019,114,4300000,1369324,6.2,48,7.5399,"['Action', 'Drama', 'Science Fiction']",-2930676,-0.6815525581395349,Action,pre_covid
359724,Ford v Ferrari,2019-11-13,2019,153,97600000,225508210,8.007,8629,7.5163,"['Drama', 'Action', 'History']",127908210,1.3105349385245901,Drama,pre_covid
549053,Last Christmas,2019-11-07,2019,102,30000000,121600000,7.204,2532,7.4899,"['Comedy', 'Romance']",91600000,3.0533333333333332,Comedy,pre_covid
438674,Dragged Across Concrete,2019-02-21,2019,159,15000000,660132,6.592,1065,7.3947,"['Crime', 'Action', 'Thriller']",-14339868,-0.9559912,Crime,pre_covid
458897,Charlie's Angels,2019-11-14,2019,118,48000000,73279888,6.393,3084,7.3929,"['Action', 'Adventure', 'Comedy']",25279888,0.5266643333333333,Action,pre_covid
431693,Spies in Disguise,2019-12-04,2019,102,100000000,171616764,7.569,2901,7.348,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",71616764,0.71616764,Animation,pre_covid
501170,Doctor Sleep,2019-10-30,2019,152,45000000,72385286,7.145,4708,7.3369,"['Horror', 'Fantasy']",27385286,0.6085619111111111,Horror,pre_covid
440472,The Upside,2019-01-10,2019,126,37500000,125856180,7.1,1357,7.3352,"['Comedy', 'Drama']",88356180,2.3561648,Comedy,pre_covid
521029,Annabelle Comes Home,2019-06-26,2019,106,27000000,231252591,6.407,3751,7.2937,['Horror'],204252591,7.5649107777777775,Horror,pre_covid
499701,Dora and the Lost City of Gold,2019-08-08,2019,102,49000000,120600000,6.637,1785,7.1849,"['Family', 'Comedy', 'Adventure']",71600000,1.4612244897959183,Family,pre_covid
522924,The Art of Racing in the Rain,2019-08-08,2019,109,18000000,33800000,8.184,1609,7.1293,"['Drama', 'Romance']",15800000,0.8777777777777778,Drama,pre_covid
373571,Godzilla: King of the Monsters,2019-05-29,2019,132,170000000,387300138,6.696,6493,7.002,"['Science Fiction', 'Action']",217300138,1.278236105882353,Science Fiction,pre_covid
552178,Dark Waters,2019-11-22,2019,127,20000000,13601384,7.529,2392,6.7633,"['Drama', 'Thriller']",-6398616,-0.3199308,Drama,pre_covid
522518,A Dog's Journey,2019-05-03,2019,109,16000000,78871079,8.054,1586,6.7561,"['Family', 'Adventure', 'Drama']",62871079,3.9294424375,Family,pre_covid
287947,Shazam!,2019-03-29,2019,132,80000000,367799011,6.986,9974,6.6713,"['Action', 'Comedy', 'Fantasy']",287799011,3.5974876375,Action,pre_covid
464052,Wonder Woman 1984,2020-12-16,2020,151,200000000,169601036,6.386,8856,18.2678,"['Action', 'Adventure', 'Fantasy']",-30398964,-0.15199482,Action,covid
435615,Possessor,2020-10-02,2020,103,2500000,911000,6.394,986,15.6757,"['Horror', 'Thriller', 'Science Fiction']",-1589000,-0.6356,Horror,covid
522627,The Gentlemen,2020-01-01,2020,113,22000000,115171795,7.669,6312,12.5419,"['Comedy', 'Crime']",93171795,4.235081590909091,Comedy,covid
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,2020,117,15700000,523542183,8.208,4333,12.0489,"['Animation', 'Action', 'Fantasy']",507842183,32.34663585987261,Animation,covid
539537,Fantasy Island,2020-02-12,2020,109,7000000,49500000,5.768,2579,10.5013,"['Adventure', 'Fantasy', 'Horror', 'Mystery']",42500000,6.071428571428571,Adventure,covid
582014,Promising Young Woman,2020-12-13,2020,113,10000000,20379604,7.402,3516,10.2986,"['Thriller', 'Crime', 'Drama']",10379604,1.0379604,Thriller,covid
590223,Love and Monsters,2020-10-16,2020,109,30000000,1122066,7.277,4297,9.6422,"['Comedy', 'Adventure', 'Science Fiction', 'Action']",-28877934,-0.9625978,Comedy,covid
508442,Soul,2020-12-25,2020,101,150000000,121977511,8.103,11053,9.4732,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Drama']",-28022489,-0.18681659333333334,Animation,covid
400160,The SpongeBob Movie: Sponge on the Run,2020-08-14,2020,95,60000000,4810790,7.422,2925,9.3856,"['Family', 'Comedy', 'Adventure', 'Animation']",-55189210,-0.9198201666666667,Family,covid
454626,Sonic the Hedgehog,2020-02-12,2020,99,85000000,319715683,7.297,10165,9.3404,"['Action', 'Science Fiction', 'Comedy', 'Family']",234715683,2.761360976470588,Action,covid
529203,The Croods: A New Age,2020-11-25,2020,95,65000000,215905815,7.458,4028,9.2727,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",150905815,2.3216279230769232,Animation,covid
613504,After We Collided,2020-09-02,2020,105,14000000,47990414,7.16,5421,9.0209,"['Romance', 'Drama']",33990414,2.427886714285714,Romance,covid
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,2020,109,75000000,205537933,6.89,10607,8.7812,"['Action', 'Crime']",130537933,1.7405057733333333,Action,covid
443791,Underwater,2020-01-08,2020,95,50000000,40882928,6.282,3316,8.5552,"['Horror', 'Science Fiction', 'Action', 'Adventure']",-9117072,-0.18234144,Horror,covid
524047,Greenland,2020-07-29,2020,120,34000000,52300000,7.124,4843,8.5184,"['Action', 'Adventure', 'Thriller', 'Science Fiction']",18300000,0.538235294117647,Action,covid
529485,The Way Back,2020-03-05,2020,108,23000000,14590514,6.641,1285,8.2478,['Drama'],-8409486,-0.36562982608695654,Drama,covid
606149,Captain Sabertooth and the Magical Diamond,2020-02-13,2020,81,4500000,3404229,7.1,46,7.878,"['Animation', 'Family']",-1095771,-0.24350466666666667,Animation,covid
577922,Tenet,2020-08-22,2020,150,205000000,365304105,7.177,10659,7.8598,"['Action', 'Thriller', 'Science Fiction']",160304105,0.781971243902439,Action,covid
637202,Fate/Grand Order: Divine Realm of the Round Table - Camelot Wandering; Agateram,2020-12-05,2020,90,2000000,3607899,7.104,72,7.7755,"['Animation', 'Action', 'Adventure', 'History', 'Drama', 'Fantasy']",1607899,0.8039495,Animation,covid
38700,Bad Boys for Life,2020-01-15,2020,124,90000000,426505244,7.126,8563,7.527,"['Thriller', 'Action', 'Crime']",336505244,3.7389471555555556,Thriller,covid
723072,Host,2020-12-04,2020,56,100000,443807,6.467,1047,6.9942,['Horror'],343807,3.43807,Horror,covid
663870,Riders of Justice,2020-11-19,2020,116,5300000,679505,7.272,990,6.9643,"['Action', 'Comedy', 'Drama', 'Thriller']",-4620495,-0.8717915094339622,Action,covid
614696,#Alive,2020-06-24,2020,98,6300000,13416285,7.221,1963,6.7571,"['Action', 'Horror', 'Science Fiction']",7116285,1.1295690476190476,Action,covid
514207,Invasion,2020-02-27,2020,129,8819200,32104054,6.861,844,6.712,"['Science Fiction', 'Drama', 'Action']",23284854,2.6402456005079826,Science Fiction,covid
448119,Dolittle,2020-01-02,2020,101,175000000,251410631,6.589,3778,6.5366,"['Family', 'Comedy', 'Fantasy', 'Adventure']",76410631,0.4366321771428571,Family,covid
481848,The Call of the Wild,2020-02-19,2020,100,109000000,111200000,7.5,3870,6.5246,"['Adventure', 'Family', 'Drama']",2200000,0.02018348623853211,Adventure,covid
514847,The Hunt,2020-03-11,2020,90,14000000,10550350,6.628,3486,6.4301,"['Action', 'Thriller', 'Horror']",-3449650,-0.24640357142857142,Action,covid
523371,Inmate Zero,2020-02-28,2020,106,141129,695501,6.367,124,6.4018,['Horror'],554372,3.9281224978565707,Horror,covid
580175,Another Round,2020-09-24,2020,117,5150000,21700000,7.636,3590,6.3263,"['Comedy', 'Drama']",16550000,3.2135922330097086,Comedy,covid
508935,The Eight Hundred,2020-08-14,2020,147,80000000,461421559,7.0,305,6.2793,"['War', 'History', 'Drama', 'Action']",381421559,4.7677694875,War,covid
430155,Coma,2020-01-01,2020,110,2250000,9500000,6.426,598,6.2271,"['Science Fiction', 'Adventure', 'Action']",7250000,3.2222222222222223,Science Fiction,covid
546121,Run,2020-11-20,2020,90,1700000,5184368,7.233,2769,6.1985,"['Thriller', 'Horror', 'Drama']",3484368,2.0496282352941178,Thriller,covid
508439,Onward,2020-02-29,2020,102,200000000,141888276,7.65,6422,6.1965,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",-58111724,-0.29055862,Family,covid
523781,Words on Bathroom Walls,2020-08-21,2020,111,8000000,3151849,7.7,644,6.1349,"['Drama', 'Romance']",-4848151,-0.606018875,Drama,covid
596161,Let Him Go,2020-11-05,2020,114,21000000,7997460,6.822,738,6.1044,"['Thriller', 'Crime', 'Western']",-13002540,-0.6191685714285714,Thriller,covid
785663,Old Henry,2021-10-01,2021,99,1500000,77463,7.285,643,57.7373,"['Western', 'Action', 'Drama']",-1422537,-0.948358,Western,covid
634649,Spider-Man: No Way Home,2021-12-15,2021,148,200000000,1921847111,7.937,21349,32.5397,"['Action', 'Adventure', 'Science Fiction']",1721847111,8.609235555,Action,covid
436969,The Suicide Squad,2021-07-28,2021,132,185000000,168717425,7.478,9262,25.5189,"['Action', 'Comedy', 'Adventure']",-16282575,-0.08801391891891892,Action,covid
624860,The Matrix Resurrections,2021-12-16,2021,147,190000000,156497322,6.357,6208,19.7753,"['Science Fiction', 'Action', 'Adventure']",-33502678,-0.1763298842105263,Science Fiction,covid
425909,Ghostbusters: Afterlife,2021-11-18,2021,124,75000000,204445747,7.334,4960,17.4794,"['Fantasy', 'Comedy', 'Adventure', 'Science Fiction']",129445747,1.7259432933333334,Fantasy,covid
438631,Dune,2021-09-15,2021,155,165000000,407573628,7.8,14195,17.3631,"['Science Fiction', 'Adventure']",242573628,1.4701432,Science Fiction,covid
568124,Encanto,2021-10-13,2021,102,150000000,261292688,7.577,9955,17.1248,"['Animation', 'Comedy', 'Family', 'Fantasy']",111292688,0.7419512533333333,Animation,covid
583406,Judas and the Black Messiah,2021-02-12,2021,126,26000000,6416063,7.311,1637,13.6113,"['Drama', 'History']",-19583937,-0.7532283461538462,Drama,covid
588228,The Tomorrow War,2021-09-03,2021,138,200000000,14400000,7.487,3898,13.5294,"['Action', 'Science Fiction', 'Adventure']",-185600000,-0.928,Action,covid
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,2021,132,150000000,432243292,7.504,10066,13.0342,"['Action', 'Adventure', 'Fantasy']",282243292,1.8816219466666666,Action,covid
637649,Wrath of Man,2021-04-22,2021,119,40000000,103966489,7.589,5842,12.8896,"['Thriller', 'Crime', 'Drama']",63966489,1.599162225,Thriller,covid
615457,Nobody,2021-03-18,2021,91,16000000,57512470,7.899,7928,12.26,"['Action', 'Thriller']",41512470,2.594529375,Action,covid
476669,The King's Man,2021-12-22,2021,131,100000000,125897478,6.727,4879,12.1503,"['Action', 'Adventure', 'Thriller']",25897478,0.25897478,Action,covid
513310,Boss Level,2021-02-19,2021,101,45000000,2000000,6.864,1800,12.027,"['Action', 'Science Fiction', 'Thriller']",-43000000,-0.9555555555555556,Action,covid
630004,The Vault,2021-03-04,2021,114,15000000,8804000,6.815,1033,11.8988,"['Drama', 'Action', 'Thriller']",-6196000,-0.4130666666666667,Drama,covid
744275,After We Fell,2021-09-01,2021,99,14000000,21753705,7.017,2693,11.2964,"['Romance', 'Drama']",7753705,0.5538360714285714,Romance,covid
337404,Cruella,2021-05-26,2021,134,200000000,233503234,7.982,9813,10.8761,"['Comedy', 'Crime', 'Adventure']",33503234,0.16751617,Comedy,covid
580489,Venom: Let There Be Carnage,2021-09-30,2021,97,110000000,506863592,6.759,10898,10.5164,"['Science Fiction', 'Action', 'Adventure']",396863592,3.6078508363636366,Science Fiction,covid
423108,The Conjuring: The Devil Made Me Do It,2021-05-25,2021,111,39000000,206444123,7.375,6357,10.3066,"['Horror', 'Mystery', 'Thriller']",167444123,4.293439051282052,Horror,covid
370172,No Time to Die,2021-09-29,2021,163,250000000,774153024,7.4,6793,10.2382,"['Action', 'Thriller', 'Adventure']",524153024,2.096612096,Action,covid
550988,Free Guy,2021-08-11,2021,115,110000000,331526598,7.464,9435,10.1553,"['Comedy', 'Adventure', 'Science Fiction']",221526598,2.0138781636363636,Comedy,covid
522478,Peter Rabbit 2: The Runaway,2021-03-25,2021,93,45000000,153000000,7.059,862,9.7497,"['Family', 'Comedy', 'Adventure', 'Animation']",108000000,2.4,Family,covid
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,2021-03-08,2021,155,29700000,93882453,8.2,892,9.6836,"['Animation', 'Action', 'Science Fiction', 'Drama']",64182453,2.1610253535353534,Animation,covid
508943,Luca,2021-06-17,2021,95,200000000,51074773,7.79,8750,9.3766,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",-148925227,-0.744626135,Animation,covid
497698,Black Widow,2021-07-07,2021,134,200000000,379751131,7.187,10890,9.3294,"['Action', 'Adventure', 'Science Fiction']",179751131,0.898755655,Action,covid
660120,The Worst Person in the World,2021-10-13,2021,128,5000000,12687507,7.4,1666,9.2886,"['Drama', 'Romance', 'Comedy']",7687507,1.5375014,Drama,covid
451048,Jungle Cruise,2021-07-28,2021,127,200000000,220889446,7.317,5991,9.0618,"['Fantasy', 'Adventure', 'Family', 'Action', 'Comedy']",20889446,0.10444723,Fantasy,covid
